"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"trafico.nlogo"
"experimento-flujo"
"10/26/2024 20:06:04:819 -0600"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-25","25","-3","3"
"[run number]","velocidad-inicial","numero_de_carros","aceleracion","posicion-inicial","desaceleracion","[step]","mean(lista_flujo)"
"1120","aleatoria","23","0.0045","alaetoria","0.026","0","0"
"1118","aleatoria","23","0.0045","alaetoria","0.026","0","0"
"1109","aleatoria","23","0.0045","alaetoria","0.026","5000","4.138613861386139"
"1121","aleatoria","23","0.0045","alaetoria","0.026","0","0"
"1112","aleatoria","23","0.0045","alaetoria","0.026","5000","4.237623762376238"
"1122","aleatoria","23","0.0045","alaetoria","0.026","0","0"
"1115","aleatoria","23","0.0045","alaetoria","0.026","5000","4.118811881188119"
"1123","aleatoria","23","0.0045","alaetoria","0.026","0","0"
"1114","aleatoria","23","0.0045","alaetoria","0.026","5000","4.178217821782178"
"1124","aleatoria","23","0.0045","alaetoria","0.026","0","0"
"1116","aleatoria","23","0.0045","alaetoria","0.026","5000","4.297029702970297"
"1125","aleatoria","23","0.0045","alaetoria","0.026","0","0"
"1117","aleatoria","23","0.0045","alaetoria","0.026","5000","4.138613861386139"
"1126","aleatoria","23","0.0045","alaetoria","0.026","0","0"
"1119","aleatoria","23","0.0045","alaetoria","0.026","5000","4.178217821782178"
"1127","aleatoria","23","0.0045","alaetoria","0.026","0","0"
"1118","aleatoria","23","0.0045","alaetoria","0.026","5000","4.178217821782178"
"1128","aleatoria","23","0.0045","alaetoria","0.026","0","0"
"1120","aleatoria","23","0.0045","alaetoria","0.026","5000","4.148514851485149"
"1129","aleatoria","23","0.0045","alaetoria","0.026","0","0"
"1121","aleatoria","23","0.0045","alaetoria","0.026","5000","4.118811881188119"
"1130","aleatoria","23","0.0045","alaetoria","0.026","0","0"
"1122","aleatoria","23","0.0045","alaetoria","0.026","5000","4.158415841584159"
"1131","aleatoria","23","0.0045","alaetoria","0.026","0","0"
"1124","aleatoria","23","0.0045","alaetoria","0.026","5000","4.158415841584159"
"1132","aleatoria","23","0.0045","alaetoria","0.026","0","0"
"1125","aleatoria","23","0.0045","alaetoria","0.026","5000","4.198019801980198"
"1133","aleatoria","23","0.0045","alaetoria","0.026","0","0"
"1123","aleatoria","23","0.0045","alaetoria","0.026","5000","4.227722772277228"
"1134","aleatoria","23","0.0045","alaetoria","0.026","0","0"
"1129","aleatoria","23","0.0045","alaetoria","0.026","5000","4.188118811881188"
"1135","aleatoria","23","0.0045","alaetoria","0.026","0","0"
"1130","aleatoria","23","0.0045","alaetoria","0.026","5000","4.158415841584159"
"1136","aleatoria","23","0.0045","alaetoria","0.026","0","0"
"1128","aleatoria","23","0.0045","alaetoria","0.026","5000","4.1683168316831685"
"1137","aleatoria","23","0.0045","alaetoria","0.026","0","0"
"1127","aleatoria","23","0.0045","alaetoria","0.026","5000","4.188118811881188"
"1138","aleatoria","23","0.0045","alaetoria","0.026","0","0"
"1126","aleatoria","23","0.0045","alaetoria","0.026","5000","4.138613861386139"
"1139","aleatoria","23","0.0045","alaetoria","0.026","0","0"
"1131","aleatoria","23","0.0045","alaetoria","0.026","5000","4.138613861386139"
"1140","aleatoria","23","0.0045","alaetoria","0.026","0","0"
"1133","aleatoria","23","0.0045","alaetoria","0.026","5000","4.1683168316831685"
"1141","aleatoria","23","0.0045","alaetoria","0.026","0","0"
"1132","aleatoria","23","0.0045","alaetoria","0.026","5000","4.1683168316831685"
"1142","aleatoria","23","0.0045","alaetoria","0.026","0","0"
"1134","aleatoria","23","0.0045","alaetoria","0.026","5000","4.1683168316831685"
"1143","aleatoria","23","0.0045","alaetoria","0.026","0","0"
"1135","aleatoria","23","0.0045","alaetoria","0.026","5000","4.1683168316831685"
"1144","aleatoria","23","0.0045","alaetoria","0.026","0","0"
"1136","aleatoria","23","0.0045","alaetoria","0.026","5000","4.287128712871287"
"1145","aleatoria","23","0.0045","alaetoria","0.026","0","0"
"1138","aleatoria","23","0.0045","alaetoria","0.026","5000","4.158415841584159"
"1146","aleatoria","23","0.0045","alaetoria","0.026","0","0"
"1139","aleatoria","23","0.0045","alaetoria","0.026","5000","4.138613861386139"
"1147","aleatoria","23","0.0045","alaetoria","0.026","0","0"
"1137","aleatoria","23","0.0045","alaetoria","0.026","5000","4.138613861386139"
"1148","aleatoria","23","0.0045","alaetoria","0.026","0","0"
"1140","aleatoria","23","0.0045","alaetoria","0.026","5000","4.138613861386139"
"1149","aleatoria","23","0.0045","alaetoria","0.026","0","0"
"1141","aleatoria","23","0.0045","alaetoria","0.026","5000","4.217821782178218"
"1150","aleatoria","23","0.0045","alaetoria","0.026","0","0"
"1144","aleatoria","23","0.0045","alaetoria","0.026","5000","4.178217821782178"
"1151","aleatoria","24","0.0045","alaetoria","0.026","0","0"
"1142","aleatoria","23","0.0045","alaetoria","0.026","5000","4.138613861386139"
"1152","aleatoria","24","0.0045","alaetoria","0.026","0","0"
"1145","aleatoria","23","0.0045","alaetoria","0.026","5000","4.1683168316831685"
"1153","aleatoria","24","0.0045","alaetoria","0.026","0","0"
"1146","aleatoria","23","0.0045","alaetoria","0.026","5000","4.1683168316831685"
"1154","aleatoria","24","0.0045","alaetoria","0.026","0","0"
"1143","aleatoria","23","0.0045","alaetoria","0.026","5000","4.188118811881188"
"1155","aleatoria","24","0.0045","alaetoria","0.026","0","0"
"1147","aleatoria","23","0.0045","alaetoria","0.026","5000","4.336633663366337"
"1156","aleatoria","24","0.0045","alaetoria","0.026","0","0"
"1148","aleatoria","23","0.0045","alaetoria","0.026","5000","4.1683168316831685"
"1157","aleatoria","24","0.0045","alaetoria","0.026","0","0"
"1150","aleatoria","23","0.0045","alaetoria","0.026","5000","4.118811881188119"
"1158","aleatoria","24","0.0045","alaetoria","0.026","0","0"
"1151","aleatoria","24","0.0045","alaetoria","0.026","5000","4.00990099009901"
"1159","aleatoria","24","0.0045","alaetoria","0.026","0","0"
"1149","aleatoria","23","0.0045","alaetoria","0.026","5000","4.089108910891089"
"1160","aleatoria","24","0.0045","alaetoria","0.026","0","0"
"1153","aleatoria","24","0.0045","alaetoria","0.026","5000","4.03960396039604"
"1161","aleatoria","24","0.0045","alaetoria","0.026","0","0"
"1152","aleatoria","24","0.0045","alaetoria","0.026","5000","3.99009900990099"
"1162","aleatoria","24","0.0045","alaetoria","0.026","0","0"
"1154","aleatoria","24","0.0045","alaetoria","0.026","5000","4.00990099009901"
"1163","aleatoria","24","0.0045","alaetoria","0.026","0","0"
"1156","aleatoria","24","0.0045","alaetoria","0.026","5000","4.03960396039604"
"1164","aleatoria","24","0.0045","alaetoria","0.026","0","0"
"1157","aleatoria","24","0.0045","alaetoria","0.026","5000","3.98019801980198"
"1165","aleatoria","24","0.0045","alaetoria","0.026","0","0"
"1155","aleatoria","24","0.0045","alaetoria","0.026","5000","4.00990099009901"
"1166","aleatoria","24","0.0045","alaetoria","0.026","0","0"
"1158","aleatoria","24","0.0045","alaetoria","0.026","5000","4.03960396039604"
"1167","aleatoria","24","0.0045","alaetoria","0.026","0","0"
"1161","aleatoria","24","0.0045","alaetoria","0.026","5000","3.98019801980198"
"1168","aleatoria","24","0.0045","alaetoria","0.026","0","0"
"1159","aleatoria","24","0.0045","alaetoria","0.026","5000","4.01980198019802"
"1169","aleatoria","24","0.0045","alaetoria","0.026","0","0"
"1164","aleatoria","24","0.0045","alaetoria","0.026","5000","4"
"1170","aleatoria","24","0.0045","alaetoria","0.026","0","0"
"1160","aleatoria","24","0.0045","alaetoria","0.026","5000","3.9504950495049505"
"1171","aleatoria","24","0.0045","alaetoria","0.026","0","0"
"1162","aleatoria","24","0.0045","alaetoria","0.026","5000","4.01980198019802"
"1172","aleatoria","24","0.0045","alaetoria","0.026","0","0"
"1165","aleatoria","24","0.0045","alaetoria","0.026","5000","4.01980198019802"
"1173","aleatoria","24","0.0045","alaetoria","0.026","0","0"
"1163","aleatoria","24","0.0045","alaetoria","0.026","5000","4.01980198019802"
"1174","aleatoria","24","0.0045","alaetoria","0.026","0","0"
"1166","aleatoria","24","0.0045","alaetoria","0.026","5000","3.98019801980198"
"1175","aleatoria","24","0.0045","alaetoria","0.026","0","0"
"1169","aleatoria","24","0.0045","alaetoria","0.026","5000","4.0495049504950495"
"1176","aleatoria","24","0.0045","alaetoria","0.026","0","0"
"1167","aleatoria","24","0.0045","alaetoria","0.026","5000","4.03960396039604"
"1177","aleatoria","24","0.0045","alaetoria","0.026","0","0"
"1171","aleatoria","24","0.0045","alaetoria","0.026","5000","3.9702970297029703"
"1178","aleatoria","24","0.0045","alaetoria","0.026","0","0"
"1168","aleatoria","24","0.0045","alaetoria","0.026","5000","4.03960396039604"
"1179","aleatoria","24","0.0045","alaetoria","0.026","0","0"
"1172","aleatoria","24","0.0045","alaetoria","0.026","5000","4"
"1180","aleatoria","24","0.0045","alaetoria","0.026","0","0"
"1170","aleatoria","24","0.0045","alaetoria","0.026","5000","4.03960396039604"
"1181","aleatoria","24","0.0045","alaetoria","0.026","0","0"
"1175","aleatoria","24","0.0045","alaetoria","0.026","5000","4.00990099009901"
"1182","aleatoria","24","0.0045","alaetoria","0.026","0","0"
"1173","aleatoria","24","0.0045","alaetoria","0.026","5000","4.079207920792079"
"1174","aleatoria","24","0.0045","alaetoria","0.026","5000","3.99009900990099"
"1183","aleatoria","24","0.0045","alaetoria","0.026","0","0"
"1184","aleatoria","24","0.0045","alaetoria","0.026","0","0"
"1177","aleatoria","24","0.0045","alaetoria","0.026","5000","4.03960396039604"
"1185","aleatoria","24","0.0045","alaetoria","0.026","0","0"
"1176","aleatoria","24","0.0045","alaetoria","0.026","5000","4.0495049504950495"
"1186","aleatoria","24","0.0045","alaetoria","0.026","0","0"
"1178","aleatoria","24","0.0045","alaetoria","0.026","5000","4"
"1187","aleatoria","24","0.0045","alaetoria","0.026","0","0"
"1179","aleatoria","24","0.0045","alaetoria","0.026","5000","3.99009900990099"
"1188","aleatoria","24","0.0045","alaetoria","0.026","0","0"
"1180","aleatoria","24","0.0045","alaetoria","0.026","5000","4.099009900990099"
"1189","aleatoria","24","0.0045","alaetoria","0.026","0","0"
"1181","aleatoria","24","0.0045","alaetoria","0.026","5000","3.9603960396039604"
"1190","aleatoria","24","0.0045","alaetoria","0.026","0","0"
"1184","aleatoria","24","0.0045","alaetoria","0.026","5000","4.02970297029703"
"1191","aleatoria","24","0.0045","alaetoria","0.026","0","0"
"1182","aleatoria","24","0.0045","alaetoria","0.026","5000","3.98019801980198"
"1192","aleatoria","24","0.0045","alaetoria","0.026","0","0"
"1185","aleatoria","24","0.0045","alaetoria","0.026","5000","4.01980198019802"
"1193","aleatoria","24","0.0045","alaetoria","0.026","0","0"
"1183","aleatoria","24","0.0045","alaetoria","0.026","5000","4.0594059405940595"
"1194","aleatoria","24","0.0045","alaetoria","0.026","0","0"
"1188","aleatoria","24","0.0045","alaetoria","0.026","5000","3.98019801980198"
"1195","aleatoria","24","0.0045","alaetoria","0.026","0","0"
"1187","aleatoria","24","0.0045","alaetoria","0.026","5000","4.00990099009901"
"1196","aleatoria","24","0.0045","alaetoria","0.026","0","0"
"1189","aleatoria","24","0.0045","alaetoria","0.026","5000","4.02970297029703"
"1197","aleatoria","24","0.0045","alaetoria","0.026","0","0"
"1186","aleatoria","24","0.0045","alaetoria","0.026","5000","4.01980198019802"
"1198","aleatoria","24","0.0045","alaetoria","0.026","0","0"
"1190","aleatoria","24","0.0045","alaetoria","0.026","5000","4.00990099009901"
"1199","aleatoria","24","0.0045","alaetoria","0.026","0","0"
"1191","aleatoria","24","0.0045","alaetoria","0.026","5000","3.98019801980198"
"1200","aleatoria","24","0.0045","alaetoria","0.026","0","0"
"1192","aleatoria","24","0.0045","alaetoria","0.026","5000","3.98019801980198"
"1201","aleatoria","25","0.0045","alaetoria","0.026","0","0"
"1193","aleatoria","24","0.0045","alaetoria","0.026","5000","3.98019801980198"
"1202","aleatoria","25","0.0045","alaetoria","0.026","0","0"
"1194","aleatoria","24","0.0045","alaetoria","0.026","5000","4.0594059405940595"
"1203","aleatoria","25","0.0045","alaetoria","0.026","0","0"
"1196","aleatoria","24","0.0045","alaetoria","0.026","5000","4.01980198019802"
"1204","aleatoria","25","0.0045","alaetoria","0.026","0","0"
"1195","aleatoria","24","0.0045","alaetoria","0.026","5000","4.01980198019802"
"1205","aleatoria","25","0.0045","alaetoria","0.026","0","0"
"1199","aleatoria","24","0.0045","alaetoria","0.026","5000","3.98019801980198"
"1206","aleatoria","25","0.0045","alaetoria","0.026","0","0"
"1198","aleatoria","24","0.0045","alaetoria","0.026","5000","3.9702970297029703"
"1207","aleatoria","25","0.0045","alaetoria","0.026","0","0"
"1197","aleatoria","24","0.0045","alaetoria","0.026","5000","3.9702970297029703"
"1208","aleatoria","25","0.0045","alaetoria","0.026","0","0"
"1200","aleatoria","24","0.0045","alaetoria","0.026","5000","3.99009900990099"
"1209","aleatoria","25","0.0045","alaetoria","0.026","0","0"
"1201","aleatoria","25","0.0045","alaetoria","0.026","5000","3.8613861386138613"
"1210","aleatoria","25","0.0045","alaetoria","0.026","0","0"
"1203","aleatoria","25","0.0045","alaetoria","0.026","5000","3.891089108910891"
"1211","aleatoria","25","0.0045","alaetoria","0.026","0","0"
"1202","aleatoria","25","0.0045","alaetoria","0.026","5000","3.9504950495049505"
"1212","aleatoria","25","0.0045","alaetoria","0.026","0","0"
"1207","aleatoria","25","0.0045","alaetoria","0.026","5000","3.8415841584158414"
"1213","aleatoria","25","0.0045","alaetoria","0.026","0","0"
"1208","aleatoria","25","0.0045","alaetoria","0.026","5000","3.8316831683168315"
"1206","aleatoria","25","0.0045","alaetoria","0.026","5000","3.8613861386138613"
"1205","aleatoria","25","0.0045","alaetoria","0.026","5000","3.9702970297029703"
"1214","aleatoria","25","0.0045","alaetoria","0.026","0","0"
"1215","aleatoria","25","0.0045","alaetoria","0.026","0","0"
"1216","aleatoria","25","0.0045","alaetoria","0.026","0","0"
"1204","aleatoria","25","0.0045","alaetoria","0.026","5000","3.871287128712871"
"1217","aleatoria","25","0.0045","alaetoria","0.026","0","0"
"1209","aleatoria","25","0.0045","alaetoria","0.026","5000","3.8316831683168315"
"1218","aleatoria","25","0.0045","alaetoria","0.026","0","0"
"1210","aleatoria","25","0.0045","alaetoria","0.026","5000","3.881188118811881"
"1219","aleatoria","25","0.0045","alaetoria","0.026","0","0"
"1211","aleatoria","25","0.0045","alaetoria","0.026","5000","3.891089108910891"
"1220","aleatoria","25","0.0045","alaetoria","0.026","0","0"
"1212","aleatoria","25","0.0045","alaetoria","0.026","5000","3.8613861386138613"
"1221","aleatoria","25","0.0045","alaetoria","0.026","0","0"
"1214","aleatoria","25","0.0045","alaetoria","0.026","5000","3.8316831683168315"
"1222","aleatoria","25","0.0045","alaetoria","0.026","0","0"
"1215","aleatoria","25","0.0045","alaetoria","0.026","5000","3.881188118811881"
"1223","aleatoria","25","0.0045","alaetoria","0.026","0","0"
"1217","aleatoria","25","0.0045","alaetoria","0.026","5000","3.792079207920792"
"1224","aleatoria","25","0.0045","alaetoria","0.026","0","0"
"1216","aleatoria","25","0.0045","alaetoria","0.026","5000","3.8613861386138613"
"1225","aleatoria","25","0.0045","alaetoria","0.026","0","0"
"1213","aleatoria","25","0.0045","alaetoria","0.026","5000","3.8613861386138613"
"1226","aleatoria","25","0.0045","alaetoria","0.026","0","0"
"1218","aleatoria","25","0.0045","alaetoria","0.026","5000","3.8415841584158414"
"1227","aleatoria","25","0.0045","alaetoria","0.026","0","0"
"1219","aleatoria","25","0.0045","alaetoria","0.026","5000","3.8415841584158414"
"1228","aleatoria","25","0.0045","alaetoria","0.026","0","0"
"1220","aleatoria","25","0.0045","alaetoria","0.026","5000","3.8514851485148514"
"1229","aleatoria","25","0.0045","alaetoria","0.026","0","0"
"1222","aleatoria","25","0.0045","alaetoria","0.026","5000","3.8514851485148514"
"1230","aleatoria","25","0.0045","alaetoria","0.026","0","0"
"1223","aleatoria","25","0.0045","alaetoria","0.026","5000","3.881188118811881"
"1231","aleatoria","25","0.0045","alaetoria","0.026","0","0"
"1221","aleatoria","25","0.0045","alaetoria","0.026","5000","3.8118811881188117"
"1232","aleatoria","25","0.0045","alaetoria","0.026","0","0"
"1225","aleatoria","25","0.0045","alaetoria","0.026","5000","3.8613861386138613"
"1233","aleatoria","25","0.0045","alaetoria","0.026","0","0"
"1224","aleatoria","25","0.0045","alaetoria","0.026","5000","3.871287128712871"
"1234","aleatoria","25","0.0045","alaetoria","0.026","0","0"
"1227","aleatoria","25","0.0045","alaetoria","0.026","5000","3.881188118811881"
"1235","aleatoria","25","0.0045","alaetoria","0.026","0","0"
"1226","aleatoria","25","0.0045","alaetoria","0.026","5000","3.8514851485148514"
"1236","aleatoria","25","0.0045","alaetoria","0.026","0","0"
"1228","aleatoria","25","0.0045","alaetoria","0.026","5000","3.900990099009901"
"1237","aleatoria","25","0.0045","alaetoria","0.026","0","0"
"1229","aleatoria","25","0.0045","alaetoria","0.026","5000","3.881188118811881"
"1238","aleatoria","25","0.0045","alaetoria","0.026","0","0"
"1230","aleatoria","25","0.0045","alaetoria","0.026","5000","3.881188118811881"
"1239","aleatoria","25","0.0045","alaetoria","0.026","0","0"
"1232","aleatoria","25","0.0045","alaetoria","0.026","5000","3.8415841584158414"
"1240","aleatoria","25","0.0045","alaetoria","0.026","0","0"
"1231","aleatoria","25","0.0045","alaetoria","0.026","5000","3.8613861386138613"
"1241","aleatoria","25","0.0045","alaetoria","0.026","0","0"
"1233","aleatoria","25","0.0045","alaetoria","0.026","5000","3.8514851485148514"
"1242","aleatoria","25","0.0045","alaetoria","0.026","0","0"
"1235","aleatoria","25","0.0045","alaetoria","0.026","5000","3.8514851485148514"
"1243","aleatoria","25","0.0045","alaetoria","0.026","0","0"
"1236","aleatoria","25","0.0045","alaetoria","0.026","5000","3.8613861386138613"
"1244","aleatoria","25","0.0045","alaetoria","0.026","0","0"
"1234","aleatoria","25","0.0045","alaetoria","0.026","5000","3.8217821782178216"
"1245","aleatoria","25","0.0045","alaetoria","0.026","0","0"
"1238","aleatoria","25","0.0045","alaetoria","0.026","5000","3.8613861386138613"
"1246","aleatoria","25","0.0045","alaetoria","0.026","0","0"
"1237","aleatoria","25","0.0045","alaetoria","0.026","5000","3.801980198019802"
"1247","aleatoria","25","0.0045","alaetoria","0.026","0","0"
"1239","aleatoria","25","0.0045","alaetoria","0.026","5000","3.881188118811881"
"1248","aleatoria","25","0.0045","alaetoria","0.026","0","0"
"1240","aleatoria","25","0.0045","alaetoria","0.026","5000","3.782178217821782"
"1249","aleatoria","25","0.0045","alaetoria","0.026","0","0"
"1242","aleatoria","25","0.0045","alaetoria","0.026","5000","3.8613861386138613"
"1250","aleatoria","25","0.0045","alaetoria","0.026","0","0"
"1243","aleatoria","25","0.0045","alaetoria","0.026","5000","3.8217821782178216"
"1251","aleatoria","26","0.0045","alaetoria","0.026","0","0"
"1244","aleatoria","25","0.0045","alaetoria","0.026","5000","3.881188118811881"
"1252","aleatoria","26","0.0045","alaetoria","0.026","0","0"
"1241","aleatoria","25","0.0045","alaetoria","0.026","5000","3.8316831683168315"
"1253","aleatoria","26","0.0045","alaetoria","0.026","0","0"
"1245","aleatoria","25","0.0045","alaetoria","0.026","5000","3.8415841584158414"
"1254","aleatoria","26","0.0045","alaetoria","0.026","0","0"
"1246","aleatoria","25","0.0045","alaetoria","0.026","5000","3.8514851485148514"
"1255","aleatoria","26","0.0045","alaetoria","0.026","0","0"
"1247","aleatoria","25","0.0045","alaetoria","0.026","5000","3.8613861386138613"
"1256","aleatoria","26","0.0045","alaetoria","0.026","0","0"
"1248","aleatoria","25","0.0045","alaetoria","0.026","5000","3.871287128712871"
"1257","aleatoria","26","0.0045","alaetoria","0.026","0","0"
"1250","aleatoria","25","0.0045","alaetoria","0.026","5000","3.8514851485148514"
"1258","aleatoria","26","0.0045","alaetoria","0.026","0","0"
"1249","aleatoria","25","0.0045","alaetoria","0.026","5000","3.910891089108911"
"1259","aleatoria","26","0.0045","alaetoria","0.026","0","0"
"1251","aleatoria","26","0.0045","alaetoria","0.026","5000","3.702970297029703"
"1260","aleatoria","26","0.0045","alaetoria","0.026","0","0"
"1252","aleatoria","26","0.0045","alaetoria","0.026","5000","3.6831683168316833"
"1261","aleatoria","26","0.0045","alaetoria","0.026","0","0"
"1253","aleatoria","26","0.0045","alaetoria","0.026","5000","3.6732673267326734"
"1254","aleatoria","26","0.0045","alaetoria","0.026","5000","3.732673267326733"
"1262","aleatoria","26","0.0045","alaetoria","0.026","0","0"
"1263","aleatoria","26","0.0045","alaetoria","0.026","0","0"
"1255","aleatoria","26","0.0045","alaetoria","0.026","5000","3.6831683168316833"
"1264","aleatoria","26","0.0045","alaetoria","0.026","0","0"
"1256","aleatoria","26","0.0045","alaetoria","0.026","5000","3.6534653465346536"
"1265","aleatoria","26","0.0045","alaetoria","0.026","0","0"
"1260","aleatoria","26","0.0045","alaetoria","0.026","5000","3.762376237623762"
"1266","aleatoria","26","0.0045","alaetoria","0.026","0","0"
"1257","aleatoria","26","0.0045","alaetoria","0.026","5000","3.722772277227723"
"1267","aleatoria","26","0.0045","alaetoria","0.026","0","0"
"1259","aleatoria","26","0.0045","alaetoria","0.026","5000","3.742574257425743"
"1268","aleatoria","26","0.0045","alaetoria","0.026","0","0"
"1261","aleatoria","26","0.0045","alaetoria","0.026","5000","3.722772277227723"
"1269","aleatoria","26","0.0045","alaetoria","0.026","0","0"
"1258","aleatoria","26","0.0045","alaetoria","0.026","5000","3.742574257425743"
"1270","aleatoria","26","0.0045","alaetoria","0.026","0","0"
"1264","aleatoria","26","0.0045","alaetoria","0.026","5000","3.772277227722772"
"1271","aleatoria","26","0.0045","alaetoria","0.026","0","0"
"1262","aleatoria","26","0.0045","alaetoria","0.026","5000","3.702970297029703"
"1272","aleatoria","26","0.0045","alaetoria","0.026","0","0"
"1265","aleatoria","26","0.0045","alaetoria","0.026","5000","3.7524752475247523"
"1273","aleatoria","26","0.0045","alaetoria","0.026","0","0"
"1263","aleatoria","26","0.0045","alaetoria","0.026","5000","3.801980198019802"
"1274","aleatoria","26","0.0045","alaetoria","0.026","0","0"
"1267","aleatoria","26","0.0045","alaetoria","0.026","5000","3.7524752475247523"
"1275","aleatoria","26","0.0045","alaetoria","0.026","0","0"
"1269","aleatoria","26","0.0045","alaetoria","0.026","5000","3.6732673267326734"
"1276","aleatoria","26","0.0045","alaetoria","0.026","0","0"
"1266","aleatoria","26","0.0045","alaetoria","0.026","5000","3.762376237623762"
"1270","aleatoria","26","0.0045","alaetoria","0.026","5000","3.742574257425743"
"1277","aleatoria","26","0.0045","alaetoria","0.026","0","0"
"1278","aleatoria","26","0.0045","alaetoria","0.026","0","0"
"1272","aleatoria","26","0.0045","alaetoria","0.026","5000","3.712871287128713"
"1279","aleatoria","26","0.0045","alaetoria","0.026","0","0"
"1273","aleatoria","26","0.0045","alaetoria","0.026","5000","3.712871287128713"
"1280","aleatoria","26","0.0045","alaetoria","0.026","0","0"
"1274","aleatoria","26","0.0045","alaetoria","0.026","5000","3.6831683168316833"
"1281","aleatoria","26","0.0045","alaetoria","0.026","0","0"
"1268","aleatoria","26","0.0045","alaetoria","0.026","5000","3.6930693069306932"
"1282","aleatoria","26","0.0045","alaetoria","0.026","0","0"
"1271","aleatoria","26","0.0045","alaetoria","0.026","5000","3.732673267326733"
"1283","aleatoria","26","0.0045","alaetoria","0.026","0","0"
"1278","aleatoria","26","0.0045","alaetoria","0.026","5000","3.722772277227723"
"1284","aleatoria","26","0.0045","alaetoria","0.026","0","0"
"1275","aleatoria","26","0.0045","alaetoria","0.026","5000","3.7524752475247523"
"1285","aleatoria","26","0.0045","alaetoria","0.026","0","0"
"1277","aleatoria","26","0.0045","alaetoria","0.026","5000","3.732673267326733"
"1286","aleatoria","26","0.0045","alaetoria","0.026","0","0"
"1279","aleatoria","26","0.0045","alaetoria","0.026","5000","3.702970297029703"
"1287","aleatoria","26","0.0045","alaetoria","0.026","0","0"
"1280","aleatoria","26","0.0045","alaetoria","0.026","5000","3.742574257425743"
"1281","aleatoria","26","0.0045","alaetoria","0.026","5000","3.7524752475247523"
"1288","aleatoria","26","0.0045","alaetoria","0.026","0","0"
"1289","aleatoria","26","0.0045","alaetoria","0.026","0","0"
"1276","aleatoria","26","0.0045","alaetoria","0.026","5000","3.6930693069306932"
"1290","aleatoria","26","0.0045","alaetoria","0.026","0","0"
"1283","aleatoria","26","0.0045","alaetoria","0.026","5000","3.732673267326733"
"1291","aleatoria","26","0.0045","alaetoria","0.026","0","0"
"1284","aleatoria","26","0.0045","alaetoria","0.026","5000","3.6930693069306932"
"1292","aleatoria","26","0.0045","alaetoria","0.026","0","0"
"1282","aleatoria","26","0.0045","alaetoria","0.026","5000","3.722772277227723"
"1293","aleatoria","26","0.0045","alaetoria","0.026","0","0"
"1285","aleatoria","26","0.0045","alaetoria","0.026","5000","3.712871287128713"
"1294","aleatoria","26","0.0045","alaetoria","0.026","0","0"
"1286","aleatoria","26","0.0045","alaetoria","0.026","5000","3.762376237623762"
"1295","aleatoria","26","0.0045","alaetoria","0.026","0","0"
"1289","aleatoria","26","0.0045","alaetoria","0.026","5000","3.702970297029703"
"1296","aleatoria","26","0.0045","alaetoria","0.026","0","0"
"1287","aleatoria","26","0.0045","alaetoria","0.026","5000","3.6831683168316833"
"1297","aleatoria","26","0.0045","alaetoria","0.026","0","0"
"1290","aleatoria","26","0.0045","alaetoria","0.026","5000","3.792079207920792"
"1298","aleatoria","26","0.0045","alaetoria","0.026","0","0"
"1288","aleatoria","26","0.0045","alaetoria","0.026","5000","3.742574257425743"
"1299","aleatoria","26","0.0045","alaetoria","0.026","0","0"
"1292","aleatoria","26","0.0045","alaetoria","0.026","5000","3.6831683168316833"
"1300","aleatoria","26","0.0045","alaetoria","0.026","0","0"
"1293","aleatoria","26","0.0045","alaetoria","0.026","5000","3.722772277227723"
"1301","aleatoria","27","0.0045","alaetoria","0.026","0","0"
"1291","aleatoria","26","0.0045","alaetoria","0.026","5000","3.702970297029703"
"1302","aleatoria","27","0.0045","alaetoria","0.026","0","0"
"1294","aleatoria","26","0.0045","alaetoria","0.026","5000","3.7524752475247523"
"1303","aleatoria","27","0.0045","alaetoria","0.026","0","0"
"1297","aleatoria","26","0.0045","alaetoria","0.026","5000","3.7524752475247523"
"1304","aleatoria","27","0.0045","alaetoria","0.026","0","0"
"1296","aleatoria","26","0.0045","alaetoria","0.026","5000","3.772277227722772"
"1305","aleatoria","27","0.0045","alaetoria","0.026","0","0"
"1295","aleatoria","26","0.0045","alaetoria","0.026","5000","3.782178217821782"
"1306","aleatoria","27","0.0045","alaetoria","0.026","0","0"
"1300","aleatoria","26","0.0045","alaetoria","0.026","5000","3.722772277227723"
"1307","aleatoria","27","0.0045","alaetoria","0.026","0","0"
"1301","aleatoria","27","0.0045","alaetoria","0.026","5000","3.5445544554455446"
"1308","aleatoria","27","0.0045","alaetoria","0.026","0","0"
"1299","aleatoria","26","0.0045","alaetoria","0.026","5000","3.732673267326733"
"1309","aleatoria","27","0.0045","alaetoria","0.026","0","0"
"1302","aleatoria","27","0.0045","alaetoria","0.026","5000","3.5544554455445545"
"1310","aleatoria","27","0.0045","alaetoria","0.026","0","0"
"1303","aleatoria","27","0.0045","alaetoria","0.026","5000","3.5445544554455446"
"1311","aleatoria","27","0.0045","alaetoria","0.026","0","0"
"1298","aleatoria","26","0.0045","alaetoria","0.026","5000","3.8118811881188117"
"1312","aleatoria","27","0.0045","alaetoria","0.026","0","0"
"1304","aleatoria","27","0.0045","alaetoria","0.026","5000","3.5346534653465347"
"1313","aleatoria","27","0.0045","alaetoria","0.026","0","0"
